,0,1,2,3
0,66860.0,66859.0,14.652862073833877,14.635326199279008
1,67065.0,67066.0,15.210586041529925,15.177308661127029
2,67063.0,67062.0,14.906478794390951,14.899119414436187
3,5500.0,5499.0,11.685658499321626,11.685216552621442
4,4686.0,4687.0,7.4062903868952095,7.3297146260120245
5,4738.0,4739.0,6.970301686409986,6.930879853466491
6,4740.0,4741.0,8.22700619473799,8.199155761210523
7,4729.0,4730.0,9.70887774142634,9.702543917511742
8,4790.0,4789.0,9.70606136851207,9.694249098522175
9,5984.0,5985.0,8.828630833298163,8.82623581365113
10,11853.0,11852.0,18.042589938867657,18.041816013815488
11,21467.0,21466.0,11.841904695194735,11.841239660950903
12,15982.0,15981.0,4.440238343885587,4.434361838750462
13,16961.0,16963.0,5.347799180069745,5.345088527123901
14,17072.0,17073.0,8.593309740339617,8.590490440064494
15,16973.0,16972.0,11.806947842113162,11.698273216382676
16,16966.0,16965.0,11.53352415499442,11.533314461289436
17,17001.0,17000.0,4.965839097528038,4.953672842562549
18,6106.0,6104.0,5.020670025414187,5.020667990318633
19,7338.0,7339.0,11.36431120695175,11.200931588735576
20,5896.0,5898.0,5.25595049711006,5.25454438750546
21,6501.0,6500.0,8.094791499540818,8.0943934508122
22,8653.0,8654.0,9.714980271276735,9.54712732295225
23,4470.0,4469.0,2.423060546737235,2.4229401895991636
24,5551.0,5552.0,6.722906885313351,6.721351943422883
25,5697.0,5696.0,5.341538026614296,5.339663959045715
26,4119.0,4118.0,3.270175362497207,3.2689931628016864
27,3199.0,3198.0,3.427013037118151,3.4141698010343733
28,5267.0,5266.0,2.0010389283730956,1.9944838920718748
29,4096.0,4095.0,2.7764545055256136,2.7731004853425953
30,5761.0,5762.0,5.642691958697554,5.638631333916938
31,4767.0,4768.0,9.288154093987046,9.262156927184703
32,6201.0,6202.0,5.784338332590224,5.776262525591648
33,3499.0,3500.0,10.05439618513912,10.05121544483633
34,5778.0,5777.0,2.149903952305829,2.1485452874408657
35,6709.0,6710.0,1.765346497255178,1.7599392834965157
36,17194.0,17190.0,19.248745518361943,19.158323697687983
37,11972.0,11971.0,10.949504469232462,10.86200998566508
38,29770.0,29769.0,11.429160236037607,11.38041855191547
39,29886.0,29885.0,11.509468477356153,11.474759419226984
40,29645.0,29646.0,11.73316066335345,11.729250764097296
41,29679.0,29681.0,10.824821176082065,10.783771319812411
42,19295.0,19293.0,9.925843659083485,9.924444345680376
43,18475.0,18469.0,7.429514882624291,7.4291872326454484
44,26299.0,26300.0,5.020401583000852,5.001784261053242
45,26299.0,26298.0,5.241825139746739,5.210650817530506
46,24005.0,23996.0,6.660936309629957,6.645967203052648
47,5991.0,5992.0,8.647661992715525,8.625999819674782
48,4352.0,4396.0,2.586987438290812,2.58399340518939
49,8723.0,8719.0,2.8101116088087776,2.8074496546149206
